894.4,6.5,27.6,19.1,131.4,4,60.2,76.8,13.4,29,16.1,72.6,19.4,21.2,20.9,6,,,
807.2,6.1,27.6,21,204.1,5.4,46.4,39.7,4.8,19.6,33.7,75.9,21.2,24.2,20.3,6.3,,,
874.1,6.5,25.9,16.1,211.1,8.7,57.8,73.8,10,19.7,27.6,67.5,25,28.8,16.9,6.4,,,
913.4,6.8,27.3,20.3,187.3,13.3,57,58.7,11.4,33.8,23.1,77.5,21.8,24.2,25.7,6.4,,,
992.8,6.1,28.8,23.2,196.8,12.1,67.2,66.6,14.5,27.3,24.2,77.6,24.4,29.4,21,6.5,,,
809,6,22.7,18.2,146.7,8.6,47.2,48.1,16.2,33,20.9,70.7,19.7,23.8,18.7,6.6,,,
989.8,5.7,32.4,19,241.7,8.7,64.2,62.5,15.8,28.9,27.6,83.7,22.1,26.8,23,6.9,,,
894,6.1,28.5,20.9,158.7,4.2,58.5,61.6,10.1,23.2,24.9,77,21,24.1,28,6.9,,,
816.4,6.5,23.2,21.4,212.5,4,58.9,46,7.5,17.3,28,73.3,20,26.7,22.4,7,,,
921.3,6.3,30,24.2,197.1,8.3,63.2,51,9.9,24.8,28.5,76.6,24.1,26.8,23.3,7,,,
997.4,5.8,30.4,19.5,214.8,7.7,60.1,76.3,14.6,26.3,30.6,83.9,22.8,25.5,24.2,7,,,
660.7,5.6,16.8,11.3,175.3,6.3,25.6,36.7,5.2,11.5,33.6,78,31.1,18.7,15.7,7.1,,,
861.6,5.2,26,19.2,190.3,6.3,55.1,51.6,9.9,17,25.9,78.3,19.5,23.6,19.8,7.2,,,
879.8,6.3,24.9,18,193.6,4.7,62.4,73.5,13.4,25.7,17.7,77.1,23.9,24.7,22.5,7.2,,,
772.7,5.8,25.7,20.2,158.4,7.3,49,53.3,6.2,12.1,23.6,72.6,22.2,26.1,22.2,7.3,,,
836.8,6.4,22.6,15.8,192.4,7.5,43.4,67.1,8.7,20.8,25.8,74.3,27.7,25.1,14.6,7.4,,,
981.9,5.3,30.7,19.4,207.4,11.4,72.2,70,13.7,30.3,27.9,69.6,23.4,27,22.4,7.5,,,
959,6.6,27.4,21.1,172.4,12.9,78.9,57.5,12.4,16.8,26.3,78.4,24.3,25.4,28,7.5,,,
916.1,6.2,30.4,22.3,161.8,9.2,66.9,62.8,9.7,22,23,73.5,22.5,24.7,22.6,7.6,,,
975.1,6.6,28.2,26.3,168.5,7.2,76.4,61.5,12.7,25.5,26.8,81,25.5,26.4,26.7,7.6,,,
1039.4,5.1,31,25.9,252.4,17.1,60.2,79.2,9.9,21.8,32,72.1,27.8,28.6,21.3,7.7,,,
899.8,5.2,31.2,21.4,192.8,14.6,49.8,45.1,5.5,25.8,30.6,70.6,25.2,26.9,17.8,7.8,,,
1024.9,5.4,34.5,23.7,255.7,32.8,55.4,47.3,6,28.4,22.2,68.1,21.3,26.7,20.4,7.8,,,
911.6,6.2,27.8,17.7,168.1,14.6,60.3,57.7,13.3,26.7,24.7,78.9,24.6,25.8,25.8,7.8,,,
927.6,5.8,29.1,20.3,185.9,8.2,65.1,58.7,11.7,40,25,76.6,24.2,25.7,22.5,8,,,
893,6.3,25.2,20.8,213.4,6.2,60.4,58.9,12.6,27.3,25.5,77.1,21.9,22.8,24.1,8,,,
787.3,6.1,26.5,16.8,158.1,3.5,34.2,44.5,7.5,21.7,24.4,77.4,23.6,19.3,18.7,8.1,,,
856.2,6.4,29.4,19.5,202.8,6.5,60.1,54.8,6.6,12.7,23.9,73.7,23.9,26.3,22.7,8.1,,,
823.3,6.7,23.6,17.3,171.7,6.3,58.8,43.3,16.3,26.9,24.2,72,19,28.4,22.5,8.5,,,
972.6,7.5,27,20.5,268.9,7.1,57.8,61.9,11,24.7,30.4,76.3,26.5,27.5,21.4,9,,,
1232.4,6.6,36.9,26.8,254.5,34.7,80.2,67.6,8.2,20.6,28.6,72.9,28,29.5,27.8,9.6,,,
1034.5,6.3,27.2,22,145.6,17,59.6,80.7,11.3,28.8,29,79.1,27.1,31.9,23.4,9.7,,,
748.9,5.7,23.7,16.2,101.4,1.2,15.5,66.1,11.3,18,16.1,79.3,18.5,15.7,6.3,4.7,,,
750.8,5.5,22.2,15.7,92,3.4,54.8,51.2,9.1,22.8,17.6,73.6,21.3,21.2,20.6,4.7,,,
686.2,6.3,21.2,15.1,152.4,2,41.2,54.3,10,20.4,20.4,71.5,17.4,28.5,12.9,5.7,,,
801.8,5.9,28.3,20.1,154.4,5,58.6,52.5,6.3,20,22.5,72.3,22.8,26.4,21.7,6.4,,,
823.5,6.3,24.1,20,157,4.5,55.7,62.1,14.5,35.1,18.4,76.3,21.4,24.3,22.3,6.5,,,
941.9,6.2,25.3,21.4,157.2,4.9,56,52.5,18.5,26.4,25,78.1,22.2,22,24.1,6.6,,,
893.3,5.2,31.1,20.2,142.2,5.2,56.6,58.7,11.3,26,24.6,79.9,24.5,24,22.9,6.8,,,
818.4,6.1,28.8,20.7,187.8,4.7,44.7,46.6,6.6,21.2,31.2,75.3,21,24.8,19.1,6.9,,,
814.7,6.2,23.9,14.9,145.7,3.2,47.1,58.7,9.2,19,21.3,77,23.7,24,23.2,6.9,,,
883.9,5.6,26.3,19.8,132.7,7.3,58.6,71.2,10.2,25.1,21.6,73.9,23,29.1,23.9,7.1,,,
911.1,6.2,25,22.8,188.6,3.6,64.4,59.7,13.6,24.3,24.3,77.8,28,23.6,24.7,7.1,,,
898.9,5.5,25.6,18.2,153.8,8,56.9,62.5,11.6,27.7,21.5,75.5,21.8,25.7,21.1,7.3,,,
933.2,5.6,28,21.9,210.1,5,64.2,50.3,15.8,26.5,23.1,78.3,24.9,22.3,17.1,7.4,,,
843.1,6.2,28.2,22.9,132.7,4.4,56.9,79.9,13.7,18.8,20.9,74.9,25.2,24.4,19.3,7.7,,,
824.9,6.1,30.4,19.9,156.3,2.1,58.3,53.3,9.6,18.9,24.8,78.4,21.5,25,29.4,7.9,,,
864.9,5.6,29.2,18.6,172.4,3.5,55.3,59.5,9,17.5,29.6,77.1,22.8,27.1,24.4,8.1,,,
962.9,6.5,33.2,23.8,192.5,21.5,61.7,55.7,10.8,16.1,29.2,79,28.7,27.5,27.7,8.1,,,
845.7,5.5,27.5,19.5,146.1,8.3,56.5,63.8,10.1,25.5,23.7,74.7,22.1,28.5,21.2,8.2,,,
944.4,5.6,28.8,20.4,201.1,9.1,63.4,67.5,11,20.3,27.3,67.4,25.2,27,22,8.6,,,
796.5,6.3,22.7,17.9,183.1,5,61.2,47.5,17.5,27.7,23.7,76.4,20.3,31.5,27.8,8.8,,,
929.8,5.6,26,17.9,188.3,5.7,63.6,58.8,12.2,29.2,25.6,69.3,22.4,25.7,23.5,9,,,
709.7,5.7,22.5,15.4,168.9,7.6,55.8,36,14.3,33.5,27.4,75.8,18.7,30.9,26.6,9.8,,,
848.9,6.5,26.8,19.7,186.7,2.7,52.4,48.3,11.4,23.1,25.5,75.5,27.5,32.5,23.2,10,,,
933.3,6.5,30,22,235.3,3.9,52.7,46,14,25.3,26.1,76.1,23.7,30.1,28.7,10.1,,,
713.5,6.3,22.6,15.2,144.4,6.1,41.7,59.6,9.3,17.7,30.4,72.2,24.4,20.7,17,4.7,,,
854.2,6,23.9,20.2,136,8.1,46.3,47,14.2,37.7,22.8,76.1,16.2,20.8,21.1,5.2,,,
792,6.8,26.3,16,109.9,2.5,57.1,61.9,16.2,23.3,17.5,75.7,22.5,24.7,20.5,5.9,,,
971.9,5,31,21.7,192.6,13.8,53.7,54.7,10,21,27.7,82.5,22.8,27.2,20.4,6.1,,,
1030.7,7,30.1,20.6,186.8,14.8,65.3,60.9,10.9,26.9,30.8,76.2,26.6,27.2,25.1,6.6,,,
952.5,6.2,24.4,19.9,162.2,14.9,66.3,76.8,12.5,19.7,23.6,76.1,22.3,28.9,21,6.7,,,
1007.4,5.6,30,18,235.4,11.3,62.8,64,13.9,19,24.6,80,23.5,30.7,27.7,7.2,,,
959.1,5.3,32,21.5,177,12.2,69.5,61.5,12.8,30.4,30.5,82.2,24.8,28.1,21.1,7.4,,,
905.2,6.1,33,22.3,188.8,10.5,56.8,51.9,11.2,15.6,27.5,78.1,22.5,25.3,23.1,7.4,,,
960.2,5.3,29.3,18.4,159.3,8.8,63.8,63.1,8.2,23.5,20.1,73.6,22.2,25.5,20.1,7.9,,,
863.4,6.7,26.1,21.7,145.3,4.1,55.3,45.2,7.9,13.7,27.2,72.9,21.7,25.9,22,8.1,,,
837.1,7.1,23.6,19.4,190.8,5.9,67.4,42,18.7,29.3,24.9,76.3,23.1,34.8,23.6,8.1,,,
918.4,5.5,23.5,20.9,149.2,10.1,58,84,10.2,22.8,20.7,74,21,25.2,22,8.3,,,
952.9,6.7,25.3,19.5,177.5,5.6,68.2,83.9,12.5,27.9,27.9,72.7,27,33.3,26.5,8.4,,,
943.9,6,25.5,21.5,244.4,5.3,65.2,58.6,12,19.7,26.6,79.8,25.9,23.4,27.7,8.6,,,
955.6,7,26.2,21.3,220.8,8.8,65.1,76.3,11.3,15.7,25,78.8,26.6,27.8,26.1,8.7,,,
1101.7,5.5,37.5,28.1,174.2,46,64.4,70.1,9.4,20.2,32.1,80,25.6,29.6,21.5,9.1,,,
832.5,6.1,24,19.1,216.6,6.3,61.5,41,13,20,32.9,75.2,27.9,29.2,22.2,9.2,,,
981.7,6.5,27.2,23.5,182.4,12.6,69.6,56.4,9.3,22.8,30.9,81,29.7,31.6,22.7,9.2,,,
851.2,6.8,23,19.6,172,5.2,65.6,54.9,17.2,23.8,27.2,75.3,21.9,31,29.1,9.2,,,
896.4,6.6,25.1,16.7,176.4,7.5,53.7,62.5,10.7,19,28.6,76.8,30.9,28.6,23.8,9.4,,,
878.7,6.8,22.6,16.4,188,7,48.3,66,8.8,23,34.9,73.3,24.9,22.4,18.6,9.7,,,
907.4,7.1,23.7,19.9,246.3,5.3,54.6,60.6,10.6,27.8,28.2,74.6,25.4,24.6,18.7,10,,,
688.2,5.5,16.9,13.4,157.8,3.7,29.1,40.7,6.5,12.7,39.2,80.2,32,23.2,13.9,10.2,,,
1114.9,6.6,28.2,24.8,264.9,26.8,71.9,68.4,13.1,35.6,28.5,78.8,29.7,30.3,27,10.2,,,
878.8,7.1,22.1,19.9,174,4.2,59.5,62.5,14.8,27.9,25.8,78.8,23.7,26.7,17,4.3,,,
897.5,5.2,29.7,19.3,140.1,2.6,55.7,68.9,10.7,25.7,20.6,77.4,16.2,19.6,20.1,4.6,,,
945.2,5.4,19.7,18.6,191.4,5.1,72.1,56.7,9.9,22.6,23.1,68.8,19,20.4,33,5.1,,,
914.2,7,24,18.5,174,4.3,66.6,61.9,19.5,31,12.5,73.1,23.2,27.6,22.9,5.6,,,
851.6,6.2,25.1,17.6,165.1,5,61.4,78.8,11.1,23.4,24,76.7,24.6,36,24.5,6,,,
1032.2,6,31.8,21,190,14.5,74,69.9,12.6,21.2,23,75.1,24.9,26.5,21,6.6,,,
752.9,5,21.6,16.5,130.8,4.5,41.2,76.8,13.5,26.7,20.2,75.9,19.6,23.9,21.1,6.8,,,
961.1,6.3,25.9,16,204.2,5.6,72.3,52.7,15.4,37.6,23.7,76.6,20.5,22.4,24.7,6.9,,,
939.9,5.1,34.8,25.3,168.9,5.3,64,59.2,10.3,27.8,25.6,82.3,21.8,24.4,23.4,7,,,
927,6.5,24.5,23.4,227.2,9.2,64.8,55.9,14.9,19.5,28,75.8,26.4,32.1,20.5,7.1,,,
892,5.9,27.1,18,125.1,3.7,61.3,65.7,16.3,24.8,23.3,73.7,17.5,23.1,22,7.1,,,
1013.5,5.9,30.9,23.5,240.7,7.3,68.4,61.6,13,25.8,32.1,79.4,26.4,27,25.5,7.2,,,
814,6.5,24,19.5,128.8,2.5,58.7,65.9,20.9,25.8,16.5,75,21.5,26.8,21.8,7.4,,,
774.6,6.3,18.5,15,146.3,5.2,44.3,63.7,12,17.8,22.7,80.3,23.9,21.6,20,7.5,,,
970.8,7,23.5,21.5,183.9,7.3,74.9,51,26.2,33.4,27.9,77.6,25,30.6,29.4,7.5,,,
1016.6,6.4,23.1,25.5,195.5,6.4,77.5,84,13.2,30.7,28.8,84.3,26.7,28.9,20.6,7.7,,,
1062.5,6.3,26.7,23.1,148.6,25.9,79.3,70.8,17.1,23.7,37.3,83.1,27.4,26.5,28.2,7.7,,,
889.7,6.4,25.9,18.8,159.4,7.6,61.4,64.1,16.5,28.1,22.3,75.5,25.1,28.6,31.3,7.7,,,
1026.2,6.9,24.7,19.4,161.6,5.2,68.2,70.5,11.9,25,27.1,79,25.3,29.7,23.8,7.9,,,
871.8,5.6,28.2,19.9,213.4,4.5,65.8,51.4,11.5,16.5,27.3,76.4,25.3,20,31,7.9,,,
931.7,6.5,27.7,19.3,185.5,12.8,66,72.2,10.1,21.2,21.5,75.4,26,24.7,28.5,8.5,,,
894.6,6.2,27.2,17.6,203,3.4,59.7,55.2,8.6,26.9,25.4,79.3,24.9,24.6,30.7,8.7,,,
975.8,6.1,32.3,23.8,200.9,7.5,65.2,89.9,13.8,17.9,30.1,83.3,23.7,28.9,29.9,8.8,,,
880.1,7.3,20.8,21.3,113.5,5.9,44,58.7,21.2,27.6,22.7,78.8,22.6,28.8,24.2,9,,,
1032.7,5.9,25.3,25.8,205.6,5.9,67.8,77.3,18.4,26,27.9,77,24.1,28.9,25.2,9.3,,,
988.4,6.1,32.1,21.9,197.7,9.2,66.1,65.6,14.4,26.9,24.9,79,28.6,28.4,27.4,9.3,,,
863.1,7.8,28,20.5,204.8,5.4,69.9,48.7,17.1,26.3,26.1,76.1,23.7,35,25.2,9.4,,,
893.2,6.2,25.2,19.7,183,8.7,60.2,56.2,9.4,19.8,25.7,81.3,31.8,30.2,21.9,9.5,,,
905.4,5.5,25.2,21.1,197.5,6.6,54.2,58.8,15.8,17.8,33.2,78,28.1,27.7,21,9.6,,,
1068.9,6.6,24.9,19.7,187.8,10.9,68,82.6,16.8,43.2,28.1,75.9,26.1,30.4,28.2,9.6,,,
960.2,7.3,27.7,21.1,200.3,3.6,55.4,74.7,10.4,27,22.8,79.5,27,30.8,23,9.9,,,
1091.5,8,27.7,16.2,188.6,10.8,71.7,63.5,15.7,24.6,34.1,81.4,27.1,38.2,31.5,10.2,,,
878.8,7.6,25.3,19.1,193.5,6.4,69.7,48.6,21.3,30.2,29.9,71.5,21.5,26.3,24.3,10.3,,,
1016.4,7.9,22,27.3,195.9,6.8,72.7,59.6,15,29,26.9,77.4,27.5,33.2,25.7,10.3,,,
788.3,6.4,24,18,185.1,10.1,61.1,37.9,14,27.5,25,76.2,23,34.7,28.3,10.4,,,
1074.2,7.3,22.9,21.3,304.9,10.6,79.6,48.8,18.1,36.2,29.5,80.7,26.8,29.3,28.5,10.5,,,
951.4,6.6,24.9,25.3,213,2.7,58,62.5,9.7,32,25.3,80.3,23.2,27.5,28.4,10.6,,,
1100.3,8,26.4,18.4,189.3,8.6,73.5,79.2,13.6,27.4,29.2,81.9,27,33.2,25.5,11.2,,,
873.7,6.7,26.9,17,211.4,6.6,70.9,40.7,18.7,29.6,28.7,71.9,17.6,38.9,21.8,11.6,,,
1031.8,6,25.1,22,212.3,9.1,62.6,69.9,9.3,20.4,32.1,80.3,25,36,30,11.7,,,
1024.7,6.1,35.4,25.9,189.9,13.7,72.1,82,13.4,23.9,31,78,30.7,27.1,22.4,12,,,
992.8,6.7,26.2,22.1,223.6,6.3,63.2,51.8,6.1,26.4,31.9,71.8,24.5,31.1,26.6,12.7,,,
839.3,5.3,24.5,19.4,181.5,3,51.9,71.8,8.8,19.7,20.4,77.1,19.1,25.6,16.1,3.5,,,
867.9,6.5,21.3,17.8,144.3,5.3,43.6,42.7,17.6,33.8,21.6,77.6,22.3,21.7,23.5,5.9,,,
1007.4,5.3,34.6,17.2,105.8,8.1,62.6,58.2,10.2,28,35.7,83.2,25.8,24,25.6,6.5,,,
1071.7,6.1,30.9,23.9,208.8,9,64.7,69.5,11.4,21.4,25.3,78.2,25.1,32.2,22.1,6.7,,,
755.1,6.6,15.7,11.5,173.3,7.9,25.5,52.1,6,18.1,29.9,78.1,23.8,14.1,24.3,6.8,,,
782.1,6.1,22.8,19,161.7,4,35.9,41.5,13,23,27.7,81.1,22.6,19.9,18.3,6.9,,,
895.8,5.9,25.6,24,181.5,7.7,63.9,65.9,9.5,14.9,26,72.9,26.2,29.2,22.2,7.2,,,
991.1,5.4,29.1,24,196.1,18.8,68.5,62.4,10,28.1,31.5,81,27,32.1,21.9,7.7,,,
1077.6,6,28,22.8,210.9,9.8,76.8,76.1,11,23.5,33.2,84.8,24.5,30.5,26.3,7.8,,,
824.3,6.1,24.8,17.1,175.9,5.5,53.2,66.1,12.6,25.4,23.8,79.1,26.2,27,20.1,7.9,,,
1107.4,5.8,34.4,22.7,169.4,35.3,72.6,78.5,11.5,36.5,26,69.6,24.8,26.6,26,8.2,,,
1114.5,7.2,27.6,20.2,202.2,12.7,68.4,65.8,19.7,32.5,30.6,82,17.8,24,26.7,8.3,,,
918.4,5.7,20.8,17.8,177.3,5.9,54.6,57.2,12.8,30.9,26.7,75.6,25.5,32.1,24.7,8.4,,,
962.6,5.9,30.6,30,181.8,7.5,71.9,62.7,10.5,26.3,36.5,89,27.8,28.7,28.4,8.4,,,
974,6,28.9,18.6,171.6,13.7,59.6,56.2,10.2,19.4,28.2,75.6,23.9,27.8,20.7,8.5,,,
898,7.4,21.2,21.9,207.8,4.4,63.6,52.7,12.8,25.3,29.5,79.9,29.8,27.6,26.6,8.5,,,
966.8,5.3,28.7,22.3,185.2,7.4,57,71.6,13.9,22.6,26.1,83.9,25.4,27.6,24.7,8.6,,,
844,6.9,22.8,17.6,174.6,5.8,47.2,45.9,18.3,29.9,22.8,72.7,23.8,26,20.2,9.1,,,
608.9,5.6,19.3,11.5,106.2,3.9,39.1,34.5,7.7,21.9,26.7,73.5,25.7,26.8,16.2,9.2,,,
967.7,5.7,24.8,20.9,145.3,16.4,54.4,57.2,10.3,22.9,26.2,75.6,21.3,26.1,20.9,9.2,,,
920.1,6,24.2,20.1,194.3,19.2,52.1,61.2,9.7,17.4,31.9,81.5,26.1,29.7,21.6,9.2,,,
1129.7,6.4,28,20.1,174.1,9.5,65,72.5,12,22.9,30.6,77.8,27.7,28.7,27.3,9.3,,,
951.6,5.4,23.5,19.7,178.8,9.7,53.9,113.5,8.7,10.6,27.6,75.7,27.5,26.9,24.1,9.7,,,
1034.7,5.9,26,21.2,214,7.2,67.2,84.6,7.6,25.4,30,80.4,27.4,29.8,26.5,9.7,,,
